text	predictions_lgr	ytest	predictions_author	true_author
The Semiconductor Industry Association said Tuesday the North American book-to-bill ratio, which measures the value of orders against shipments, rose to 0.99 in September from a revised 0.93 in August. The ratio means manufacturers received $99 in new orders last month for every $100 in shipments	41	25	\SamuelPerry	\KouroshKarimkhany
The effort may take until 1998	13	25	\JanLopatka	\KouroshKarimkhany
Those companies may continue to have weak sales increases into 1997, while consumers wait for new multimedia PCs to be released, analysts said	22	25	\KevinDrawbaugh	\KouroshKarimkhany
Anderson also said the company's research and development budget would probably be flat next year	22	25	\KevinDrawbaugh	\KouroshKarimkhany
The forecast caught Wall Street by surprise, since the firm had been expected to report continued revenue leaps	26	25	\LydiaZajc	\KouroshKarimkhany
The machine features a built-in word processor, drawing and equation-drawing programs and an address book. With an optional modem and software, students can browse the Internet	0	25	\AaronPressman	\KouroshKarimkhany
"""They clearly still have a lot of work to do"" to get the company's management in order, Takata said"	16	25	\JoWinterbottom	\KouroshKarimkhany
In order to move developers smoothly from Apple's current operating system to the new system, Apple said it plans to continue to deliver regularly scheduled upgrades to the current system while accelerating development of a new and advanced operating system	9	25	\EricAuchard	\KouroshKarimkhany
To strike back, Tandem unveiled a strategy earlier this year that includes making servers based on off-the-shelf technology from Intel and Microsoft	9	25	\EricAuchard	\KouroshKarimkhany
By early 1998, some DVD-equipped laptops may even be able to play full-length, full-screen movies, analysts said	9	25	\EricAuchard	\KouroshKarimkhany
The company, founded by two Stanford University students two years ago, went public in March	3	25	\BenjaminKangLim	\KouroshKarimkhany
Net income for the quarter, after taking into account a $174.6 million charge for the acquisition of Telebit Corp. and a $55.1 million gain from the sale of a minority investment, totaled $180.9 million, or 26 cents a share, slightly lower than the year-ago figure	5	25	\BradDorfman	\KouroshKarimkhany
"""Amelio's getting closer to fixing the company's problems,"" he said, ""but we're not going to go back in yet."""	5	25	\BradDorfman	\KouroshKarimkhany
"""In all of the meetings each of us have had, every one of the financial institutions asked us to bring this together,"" said Lewis Levin, head of Microsoft's desktop finance unit"	42	25	\SarahDavison	\KouroshKarimkhany
Stock in Compaq Computer Corp., the world's biggest PC maker, fell $2 to $72.375. Dell Computer Corp. slipped $1.875 to $51.25. And Intel Corp., the biggest maker of PC microprocessors, declined 56.25 cents to $130.375	46	25	\TheresePoletti	\KouroshKarimkhany
Internet search firm Yahoo! Inc. Wednesday reported a smaller-than expected third quarter loss, reflecting sharply higher revenues from Internet advertising	46	25	\TheresePoletti	\KouroshKarimkhany
Microsoft, the world's biggest personal computer software company, is spending a big chunk of its $2 billion research and development budget on financial software and online banking services provided through the Internet	46	25	\TheresePoletti	\KouroshKarimkhany
But Tandem's sales growth has stalled in recent years as its customers have replaced some of its machines with networks of cheaper computers from companies such as Sun Microsystems Inc and Compaq Computer Corp	46	25	\TheresePoletti	\KouroshKarimkhany
The trade show, expected to draw 250,000 people to Las Vegas next week, also will feature the digital video disc, or DVD, an advanced compact disc for playing movies and storing computer information	46	25	\TheresePoletti	\KouroshKarimkhany
"""The companies that are really suffering now are the ones that are very exposed to retail,"" said Don Young, an analyst at Prudential Securities in New York"	46	25	\TheresePoletti	\KouroshKarimkhany
The company reported its results after the market closed. For the day, the stock had gained $1.125 to close at $61.75. After the earnings release, the shares slipped 25 cents to $61.50 in after-hour trading	4	25	\BernardHickey	\KouroshKarimkhany
"""Even if sequential growth in the fourth and first quarter is flat, that (revenue) would be double what it was last year,"" in the same quarter, said Ed Bierdeman, an analyst for Dakin Securities"	36	25	\PatriciaCommins	\KouroshKarimkhany
Among his policy initiatives, Tung listed the revival of manufacturing industries, especially with a high-tech focus	14	37	\JaneMacartney	\PeterHumphrey
Only the Queen's official birthday and World War Two victory holidays are to be removed after China takes over	14	37	\JaneMacartney	\PeterHumphrey
"""We have in the past few days had very positive pragmatic discussions on the preparation of the 1997-98 Budget,"" he said"	14	37	\JaneMacartney	\PeterHumphrey
"""The rule of law and human rights picture is bleak,"" said Human Rights Monitor director Law Yuk-kai on the launch of an annual human rights report"	14	37	\JaneMacartney	\PeterHumphrey
From July 1, China's People's Liberation Army will take over the garrison with a force of up to 10,000 troops, matching the British at their former peak of troop strength	43	37	\ScottHillis	\PeterHumphrey
Diplomats in Hong Kong, who asked not to be identified, said the plan outlined in the newspaper report seemed very credible given China's hardline stance on many handover-related issues	43	37	\ScottHillis	\PeterHumphrey
"""The judicial authorities are currently pursuing the legal responsibilities of Wang Xizhe and the plotters,"" foreign ministry spokesman Shen Guofang said in Beijing"	43	37	\ScottHillis	\PeterHumphrey
Of all Western nations, Canada has one of the largest immigration relationships with Hong Kong	43	37	\ScottHillis	\PeterHumphrey
"""The saddest thing about it is that Wang appears to have concluded there's no way he could continue to struggle for change from within the country,"" Munro said"	43	37	\ScottHillis	\PeterHumphrey
"At the same time, China should renounce the use of force and coercive diplomacy towards Taiwan and respect Taiwan's autonomy within a ""one-China"" formula. China should not expect Taipei ""to negotiate with a gun to its head"", Shambaugh said"	43	37	\ScottHillis	\PeterHumphrey
"""The question is whether it is too balanced. Beijing may reject her for defending democracy too much,"" the official said"	43	37	\ScottHillis	\PeterHumphrey
"""I hope she will stay, I hope she will be my deputy,"" he said, repeating his desire for a through-train civil service and smooth transition"	45	37	\TanEeLyn	\PeterHumphrey
China has promised the territory of 6.3 million people a great degree of autonomy and at least 50 more years of untrammeled capitalism but vowed to curb the pace of democratic reform	45	37	\TanEeLyn	\PeterHumphrey
"""The Hong Kong government asks such people to keep quiet while they are here as the price for facilitating their smooth exit from the territory,"" one human rights source said. ""And the Americans go along with that quiet, too,"" he said"	45	37	\TanEeLyn	\PeterHumphrey
"""We think it's a bad idea and a mistake,"" Boucher said. ""I don't think we would describe it as an open and fair election which is an essential part of Hong Kong's future stability and future business environment.""Democratic Party leader Martin Lee has vowed to seek a court injunction against the provisional body if it meets in Hong Kong before July 1"	45	37	\TanEeLyn	\PeterHumphrey
"The territory of 6.3 million people now faces a bizarre prospect of having two legislatures for the final six months of British rule -- one elected, legal and active, and a shadow ""selected"" chamber vulnerable to courtroom battles"	45	37	\TanEeLyn	\PeterHumphrey
Political analyst Chris Yeung said the latest move showed Beijing seemed undecided who it wanted in charge in Hong Kong	45	37	\TanEeLyn	\PeterHumphrey
On that day, Hong Kong reverts to Chinese sovereignty, after a century and a half under the British flag, with a treaty pledge from Beijing that it can stay a distinct entity with its laissez faire capitalist system intact for a further 50 years	45	37	\TanEeLyn	\PeterHumphrey
China resumes sovereignty over Hong Kong on July 1 this year after a century and a half of British colonial rule. Many in Hong Kong have raised fears of a breakdown in law and order, including when the handover takes place at midnight on June 30	45	37	\TanEeLyn	\PeterHumphrey
Hong Kong's biggest pro-democracy group, the Democratic Party, is boycotting Saturday's selection process, which it brands as a plot to snuff out democracy and enact repressive laws	45	37	\TanEeLyn	\PeterHumphrey
Shambaugh was talking at a discussion panel of security experts at the World Economic Forum's Europe/East Asia meeting	45	37	\TanEeLyn	\PeterHumphrey
The spectre of the two countries slugging it out in the International Court of Justice in the Hague raised the drama of Hong Kong's transition to Chinese rule to a new level after many months of bitter wrangling on handover arrangements	45	37	\TanEeLyn	\PeterHumphrey
On Monday, the colonial government said it would set limits on how much it would help Tung to form a government-in-waiting before the transfer of sovereignty	45	37	\TanEeLyn	\PeterHumphrey
"Governor Chris Patten, who has introduced elements of democracy in this territory of 6.3 million people over the past four years, denounced the Shenzhen vote as a ""bizarre farce"""	45	37	\TanEeLyn	\PeterHumphrey
"Davies' office dismissed the claim as ludicrous but Chinese spokesman Zhang Junsheng told reporters: ""The British side should not meddle, and has no right to poke its nose in. This is entirely a matter for China."""	45	37	\TanEeLyn	\PeterHumphrey
Tung was to head for the Chinese capital in the afternoon after addressing Hong Kong's business community in his first major speech since he was selected as the territory's future chief executive last Wednesday	45	37	\TanEeLyn	\PeterHumphrey
Democrats in Hong Kong have said they will mount legal challenges if the interim body meets in the territory before July 1	45	37	\TanEeLyn	\PeterHumphrey
Human rights sources said it was unlikely Wang would speak publicly in Hong Kong but that he would explain himself when he reached his destination	45	37	\TanEeLyn	\PeterHumphrey
Thumbing its nose at Britain, China brought Hong Kong's elected legislature a step closer to oblivion on Saturday when it founded a new lawmaking body to take over next July when it takes back the colony	45	37	\TanEeLyn	\PeterHumphrey
Tung has long been viewed as Beijing's favoured candidate to become Hong Kong's Chief Executive when Britain hands its last Asian colony back to China at midnight next June 30	45	37	\TanEeLyn	\PeterHumphrey
It has boycotted the selection process, branding the provisional legislature as undemocratic and illegal, and has vowed to challenge its legitimacy in court	45	37	\TanEeLyn	\PeterHumphrey
Hong Kong reverts to China at midnight next June 30, and Beijing is steaming ahead -- in the face of British objections -- with a plan to replace the elected Legco on handover day with a provisional assembly, to be selected on December 21	45	37	\TanEeLyn	\PeterHumphrey
"""It's a step back as far as democracy is concerned,"" Yeung said, branding the provisional legislature move a breach of the Sino-British treaty covering the sovereignty transfer"	45	37	\TanEeLyn	\PeterHumphrey
Munro said he was unable to say where Wang was heading, but other human rights sources in Hong Kong said he was seeking refuge in the United States	45	37	\TanEeLyn	\PeterHumphrey
Hong Kong reverts to Chinese rule at the stroke of midnight next June 30 after more than 150 years as a British colony	45	37	\TanEeLyn	\PeterHumphrey
He was expected to leave Hong Kong soon, they said, possibly by Monday night, and probably for the United States	45	37	\TanEeLyn	\PeterHumphrey
Chan was once touted as a possible candidate for the job that has fallen to Tung, but she bowed out from the race and declined to become an official candidate despite her popularity	35	37	\NickLouth	\PeterHumphrey
The lawyer and legislator said Tung owed China a big debt for a Chinese-sponsored financial bailout of his family firm, the Oriental Overseas group, in the 1980s	34	37	\MureDickie	\PeterHumphrey
He said the dissident movement in China had effectively been crushed, with all prominent dissidents either in jail or forced into exile	34	37	\MureDickie	\PeterHumphrey
Another expert, Gerald Segal of the International Institute for Strategic Studies in London, said the United States successfully defended the strategic balance and at the same time managed to stop short of a conflict when it sent two aircraft carriers into seas near Taiwan as a warning to China during the March crisis	34	37	\MureDickie	\PeterHumphrey
She has said she would like to see as many as possible of her policy secretaries -- equivalent to government ministers -- stay on, for the sake of stability in the civil service	18	37	\JohnMastrini	\PeterHumphrey
"The magazine intends to be apolitical. ""The aim is to rediscover ourselves, without any political context,"" said Liu"	3	37	\BenjaminKangLim	\PeterHumphrey
"A rash of books has been published lately on this powerful diaspora of Chinese, many of whom descend from merchants who migrated from China centuries ago and who, together with more recent migrants, form a ""bamboo network"" of almost 60 million people"	3	37	\BenjaminKangLim	\PeterHumphrey
China has signalled it will roll back the human rights law and a string of other laws and trappings of democracy after it resumes sovereignty	3	37	\BenjaminKangLim	\PeterHumphrey
"""They are not just angry about the fate of Wang Dan, what they are most worried about is whether Article 23 of the Basic Law will become a tool to curb their freedom of speech after the handover,"" said Szeto Wah, deputy head of the Democratic Party"	3	37	\BenjaminKangLim	\PeterHumphrey
"""If you look at Vogue, Esquire or others, these are giants with a strong appeal to advertisers. But Chinese language publishing is still a virgin market,"" Liu said"	23	37	\KevinMorrison	\PeterHumphrey
Asked to give reasons for the police's success in whittling down crime, Hui said he had sent more police out on the beat	20	37	\KarlPenhaul	\PeterHumphrey
During the three-day visit the Duke of York will watch jungle training and border patrols by soldiers of the 1st battalion of the Staffordshire regiment, of which he is Colonel-In-Chief	20	37	\KarlPenhaul	\PeterHumphrey
Finance Secretary Donald Tsang and Leung's successor Regina Yip are both to testify. Leung's early retirement has fuelled a welter of questions among politicians about why he was permitted to depart so abruptly	42	37	\SarahDavison	\PeterHumphrey
With China's takeover of Hong Kong rapidly looming, the British colony faces a swirl of politics and diplomatic jousting in the week ahead, the last before China names the territory's first post-colonial governor	42	37	\SarahDavison	\PeterHumphrey
Nevertheless, there are misgivings how much will remain the same in Hong Kong. And there's a whiff of melancholy and pre-nostalgia among expatriates this festive season	42	37	\SarahDavison	\PeterHumphrey
But she cautioned that the freedoms and plurality of views that made Hong Kong one of the world's economic marvels must be preserved, and said pragmatism and flexibility were vital to it	42	37	\SarahDavison	\PeterHumphrey
"""I'm very grateful to the chamber for everything they've been doing to redress the balance,"" he said, drawing guffaws of laughter for his ironic reference to barbs that he has received from some local business leaders in recent months"	42	37	\SarahDavison	\PeterHumphrey
"""We're under no pressure from anybody in dealing with demonstrations,"" Wong said, adding that the Hong Kong police respected the population's right to demonstrate peacefully"	42	37	\SarahDavison	\PeterHumphrey
"""It is quite clear that it is the view of the community that we should seek to have legislation on these concepts in place before July 1, 1997,"" said Secretary for Security Peter Lai"	42	37	\SarahDavison	\PeterHumphrey
Foreign Minister Qian Qichen gave fresh assurances on Friday that the winner had not been preordained by Chinese leaders	49	37	\WilliamKazer	\PeterHumphrey
Lau said U.S. politicians no longer followed up remarks supporting human rights and democracy with action, and that they were now interested only in making money out of China	49	37	\WilliamKazer	\PeterHumphrey
"""Commercial relations are strictly what we have with those what you call Chinese-funded banks. We deposit our money there or we borrow money from them -- it is strictly normal commercial relations,"" Fok said"	49	37	\WilliamKazer	\PeterHumphrey
Analysts said many of Edmark's titles, including its newly released Mighty Math Series, Stanley's Stickers Stories and its Thinkin' Things Series, were gaining popularity	43	46	\ScottHillis	\TheresePoletti
Sun Microsystems Inc. has jumped on the network computer bandwagon with Oracle and on Tuesday it will introduce its much-anticipated JavaStation	25	46	\KouroshKarimkhany	\TheresePoletti
"""This moves the PC platform a little further along to media-rich applications. Our goal is to surpass the TV in terms of audio and video.""For example, he said, a user playing a video game on an MMX-based PC will feel as if he or she is in a video arcade"	25	46	\KouroshKarimkhany	\TheresePoletti
But Monday, in a blatant move to steal Sun's thunder, Microsoft Chairman Bill Gates struck back	41	46	\SamuelPerry	\TheresePoletti
Currently, the United States allows software with 128-bit encryption to be exported, but that is only if the users will provide a key to decipher the data	41	46	\SamuelPerry	\TheresePoletti
Electronic commerce in 1996 was not quite as robust as some firms had anticipated, as delays in developing the software to secure credit card transactions on the Net kept merchants and consumers at bay. E-commerce is still in its infancy and likely to explode toward the end of the century	41	46	\SamuelPerry	\TheresePoletti
AOL said the company added nearly 250,000 net new subscribers in October as it began to address some of the customer retention problems it encountered during the traditionally slower summer months	41	46	\SamuelPerry	\TheresePoletti
"""The Internet commerce offerings, whether they are services or products, have to be really focused on a specific industry to be complete,"" Dolberg added"	41	46	\SamuelPerry	\TheresePoletti
Netscape announced several new intranet products, including new software incorporating the latest upgrade of its popular Navigator Web browser, Version 4.0, and priced them way below similar offerings by both Microsoft and Lotus Development Corp., Netscape said	41	46	\SamuelPerry	\TheresePoletti
The market research company said 11 percent of all 98.7 million U.S. households was equivalent to about 11 million homes and was up from 4.4 percent (or 4.3 million) a year ago	41	46	\SamuelPerry	\TheresePoletti
"""Instead of just raw performance ... you get a richer experience,"" said an Intel spokesman in Santa Clara, Calif"	35	46	\NickLouth	\TheresePoletti
Revenues for the third quarter were $1.63 billion, up 9 percent from $1.49 billion in the year-ago quarter	35	46	\NickLouth	\TheresePoletti
"Until mid-1995, the National Science Foundation funded four of the biggest U.S. access points. But, with the NSF no longer funding the Internet, these gateways are operated by ""Baby Bell"" regional phone companies or long-distance phone companies"	40	46	\RogerFillion	\TheresePoletti
It will also offer advance-payment rates of $14.95 a month for customers who pay for two years, and $17.95 per month for those who pay in advance for one year	40	46	\RogerFillion	\TheresePoletti
Engineers can also run their desktop applications, such as spreadsheets, word processing, and electronic mail, on the same system, instead of having two separate computer systems	40	46	\RogerFillion	\TheresePoletti
Both products will be commercially available next year	13	46	\JanLopatka	\TheresePoletti
Among major computer retailers, November sales showed ongoing weakness and heavy promotions, and analysts said this combination may bode poorly for sales of personal computers to consumers this quarter	22	46	\KevinDrawbaugh	\TheresePoletti
They said future plans include offering the ability for ISP Select users who choose their local telephone company's Internet access service to have their Internet fees billed directly to their phone bills	0	46	\AaronPressman	\TheresePoletti
Revenues totalled $150 million vs. $151 million last year	33	46	\MichaelConnor	\TheresePoletti
The new site will feature four areas including movies, music and sports in addition to television. Fox Sports and other Murdoch properties will also provide content, News Corp. said	33	46	\MichaelConnor	\TheresePoletti
The Dulles, Va.-based company said that since July 1, it has added tens of thousands of new modems to AOLnet, which it said was the world's largest dial-in network. The expansion is to accelerate through the spring with tens of thousands of new modems being installed monthly, it added	9	46	\EricAuchard	\TheresePoletti
AOL's stock, which recently moved to the New York Stock Exchange from the Nasdaq market, jumped $1 to $25.675 and it was among the most active issues on the NYSE, as Wall Street applauded its rejigging of its accounting methods	9	46	\EricAuchard	\TheresePoletti
"""Legacy systems"" is a term in the industry that usually refers to the established, older technology running a corporation, such as mainframe computers"	9	46	\EricAuchard	\TheresePoletti
The company said it was taking a $385 million charge in its fiscal first quarter, which ended Sept. 30, to account for deferred subscriber acquisition costs, an accounting method for which it has been heavily criticised by Wall Street	9	46	\EricAuchard	\TheresePoletti
CompuServe Corp is expected to announce on Thursday that it is dissolving its Wow! consumer online service as it gives up on the consumer market and refocuses on the corporate market, industry sources said	9	46	\EricAuchard	\TheresePoletti
"Microsoft, with several major players in the PC industry, unveiled its own ""NetPC"" strategy aimed at driving down the cost of PC ownership, with new features in Windows for network management, calling it ""Zero Administration.""""I have never seen such totally reactive vapour,"" Zander told reporters. ""We must really have touched a nerve.""McNealy said it was simply a move by the ""old-line legacy Wintel"" trying to hold onto its position in the world. Wintel refers to the combination of Microsoft operating systems and Intel chips"	9	46	\EricAuchard	\TheresePoletti
"A spokesman for the Columbus, Ohio based company declined to comment, saying he could not comment in advance of a ""strategic announcement"" CompuServe plans early Thursday"	9	46	\EricAuchard	\TheresePoletti
Analysts said with more new users expected, AOL needs to upgrade its network, especially after its nearly 19-hour outage on Aug. 7, which happened during regular maintenance caused by a software glitch and angered many users	9	46	\EricAuchard	\TheresePoletti
"The company that created some of the recent frenzy about ""push"" technology is Marimba Inc., founded by several former Sun Microsystems Inc. employees"	9	46	\EricAuchard	\TheresePoletti
Chip-maker Intel Corp, powered by surging demand for its Pentium and Pentium Pro microprocessors, reported on Tuesday its fourth quarter profits more than doubled to $1.9 billion, exceeding even Wall Street's most optimistic estimates	9	46	\EricAuchard	\TheresePoletti
He said Compaq plans to expand its international sales operations and may also make selective acquisitions in the computer networking and corporate-wide computing areas	48	46	\ToddNissen	\TheresePoletti
"""If we think of 1996 as 'the year of Java, the platform,' then we should think of 1997 as 'the year of Java deployment,'"" Kannegaard said.  Sun said that a recent survey by Morgan Stanley indicated that 75 percent of the corporations interviewed were developing, or had plans to develop applications using Java"	23	46	\KevinMorrison	\TheresePoletti
"The postcards also warned members that the company expected a slowdown in its service during peak hours on Sunday, as users celebrated the flat-fee by going online for hours. ""There were no serious problems,"" the spokesman said"	31	46	\MartinWolk	\TheresePoletti
AOL said it would begin offering a number of new pricing options, including a flat monthly rate of $19.95 for unlimited access. The pricing action, which was widely expected, matches the recent pricing by Microsoft Corp. when it re-launched the Microsoft Network and the rates of Internet access providers	31	46	\MartinWolk	\TheresePoletti
Netscape stock dipped 62.5 cents to $44.25, while Microsoft rose $2.25 to $138.875 on Nasdaq	31	46	\MartinWolk	\TheresePoletti
"""We're very pleased with Compaq's continuing solid financial performance and especially with improvements in earnings and the growth of gross margins to 23.8 percent (of revenues),"" Compaq President Eckhard Pfeiffer said"	5	46	\BradDorfman	\TheresePoletti
Four basic types of shopping are represented in the top 10 shopping sites; free software downloads, interactive auctions, clubs that sell to members and retail operations	5	46	\BradDorfman	\TheresePoletti
Before the big accounting charge, AOL said it earned $19 million, or 17 cents a share, exactly in line with the mean estimate on First Call, which compiles analysts' estimates	5	46	\BradDorfman	\TheresePoletti
"""There are issues that have to be sorted out. It probably won't be until 1998 when it is fully implemented,"" Smith said"	27	46	\LynneO'Donnell	\TheresePoletti
Analysts said the motive behind spinning off part of Alta Vista is likely that its shares may do better if they trade separately from Digital, which has seen its stock drop from a high of 76-1/2 in February to 38-5/8 on Friday	47	46	\TimFarrand	\TheresePoletti
"""We give the user the remote control,"" Broadvision said in materials prepared for the formal unveiling Tuesday of The Angle site, at the URL  http://www.theangle.com"	43	41	\ScottHillis	\SamuelPerry
The threat of hacker attacks was highlighted earlier this year when intruders broke into the Justice Department and Central Intelligence Agency Web sites and altered them, prompting the CIA to close its site temporarily	45	41	\TanEeLyn	\SamuelPerry
"""The most important indicator of our success is our new product acceptance, and Communicator has exceeded all of our best expectations, so I think that's all a good picture for the next couple of quarters,"" he added"	37	41	\PeterHumphrey	\SamuelPerry
"""I think Wired expected everybody to just assume it was the emperor emeritus of the digital world and that everything they did turned to gold,"" he said"	12	41	\HeatherScoffield	\SamuelPerry
A new version of the company's popular Lotus Notes software due out in the fourth quarter, version 4.5, will offer Notes server software to host collaboration over the Internet. Servers are computers that manage the flow of data in a network	25	41	\KouroshKarimkhany	\SamuelPerry
This is a useful fact to point out in reassuring potential customers they can both communicate and pay for goods and services securely over the Internet, he added	35	41	\NickLouth	\SamuelPerry
"BroadVision has signed a charter co-branding partnership agreement with Virgin Communications of London. Branded as ""The Virgin Angle"", the service will include additional UK perspectives and is due to be available in the fourth quarter"	8	41	\EdnaFernandes	\SamuelPerry
The company said gross profit margins rose to 50.4 percent, up more than 5 percentage points from the comparable period the previous year	13	41	\JanLopatka	\SamuelPerry
The company said gross profit margins rose to 50.4 percent, up more than 5 percentage points from the comparable period the previous year	13	41	\JanLopatka	\SamuelPerry
Stock in Compaq, whose third quarter earnings also surpassed Wall Street estimates, also fell, closing down $1.50 ato $73.625 in New York Stock Exchange trading	22	41	\KevinDrawbaugh	\SamuelPerry
While both industry and analysts have criticized the wide fluctuations and frequent revisions in the data -- even the September number was revised to 0.98 from 0.99 -- the move taken by industry consensus met with mixed reviews	1	41	\AlanCrosby	\SamuelPerry
Farmer probed 660 bank sites around the globe, 312 North American online newspaper sites, 274 credit union sites, 47 U.S. federal government sites and 451 Internet sex clubs	0	41	\AaronPressman	\SamuelPerry
"""It is very tough, to be honest, to be focused on health and nutrition all of your life and have this incident happen,"" Greg Steltenpohl said. He founded the business with a childhood friend in Santa Cruz in 1980, using a used juicing machine in a shed behind their house"	30	41	\MarkBendeich	\SamuelPerry
Gurley warned he did not see the upside surprise in the December quarter that Netscape has shown in recent quarters	18	41	\JohnMastrini	\SamuelPerry
A fast-selling product that allows grannies all across America to exchange electronic mail securely with their families may become a key weapon in challenging the U.S. government's tight encryption policies	6	41	\DarrenSchuettler	\SamuelPerry
"""The big thing for 1997 is going to be the way users think of the Web goes from a pull paradigm to a push paradigm,"" he said, referring to the goal of being able to send data to individuals rather than waiting for them to seek it"	9	41	\EricAuchard	\SamuelPerry
"""The big thing for 1997 is going to be the way users think of the Web goes from a pull paradigm to a push paradigm,"" he said, referring to the goal of being able to send data to individuals rather than waiting for them to seek it"	9	41	\EricAuchard	\SamuelPerry
The stock of the Mountain View, Calif.-based computer maker touched its all-time high of $70.25 Tuesday before the earnings report and ended regular trading at $70. But it fell $4 in after-hours trading following the report	9	41	\EricAuchard	\SamuelPerry
Odwalla shares were up $1.13 at $13.25 by Friday afternoon after shedding roughly a third of their value on Thursday	9	41	\EricAuchard	\SamuelPerry
Even before the personal computer era's foremost figures donned togas and circus suits for the traditional extravaganzas of the industry's annual gala summit, industry titans were jockeying for the limelight	44	41	\SimonCowell	\SamuelPerry
"""Just as we are investing in technology for the long term, we need to target the new users of the future today."""	44	41	\SimonCowell	\SamuelPerry
"""We have been told by analysts that they would expect that we would beat that, based on today's announcement,"" Garrison said. Analysts had previously expected EBITDA to turn positive in the first or second quarter of 1997"	23	41	\KevinMorrison	\SamuelPerry
Diamond will also announce new proprietary 3-D audio software and plans for moving into the market for machines running Microsoft Corp's Windows NT system.  On Tuesday, the San Jose, Calif. maker of multimedia accelerators, modems and adapters also plans to launch a new plug-and-play video conferencing product, including a color camera and a microphone, at an estimated retail price of $399	31	41	\MartinWolk	\SamuelPerry
Office 97 software will cost around $199 for the standard edition and $299 for the professional product, similar to the prices of Microsoft's Office 95 versions	31	41	\MartinWolk	\SamuelPerry
Use of the site is free of charge and requires no registration. Profiling information is stored only for the benefit of users, the company said, to ensure privacy and enable them to change their profile at any time	31	41	\MartinWolk	\SamuelPerry
However, given the entry of long-time NC doubter Microsoft Corp into the market with plans for a light version of its Windows operating system, the market will be hotly contested	31	41	\MartinWolk	\SamuelPerry
Company officials also declined to make sales projections	31	41	\MartinWolk	\SamuelPerry
"""I think the $100 million mark really shows significdant growth,"" said Hambrecht and Quist analyst Daniel Rimer, noting revenues grew 33 percent sequentially. ""This is major league revenue for a quarter.""The quarterly revenue was well above the $80.7 million it posted for the whole of 1995. For the first nine months, Netscape earned $12 million, or 14 cents a share, on sales of $231 million. A year earlier, the company lost $7 million, or 10 cents a share, on sales of $44 million"	5	41	\BradDorfman	\SamuelPerry
"""While the FBI can get your credit card that way (over the telephone), they can't get it through WebTV,"" he said"	5	41	\BradDorfman	\SamuelPerry
But, even with security concerns, credit card transactions over the Net are much safer than those carried out in shopping malls, said the security association's Kennedy	5	41	\BradDorfman	\SamuelPerry
"""I think the $100 million mark really shows significdant growth,"" said Hambrecht and Quist analyst Daniel Rimer, noting revenues grew 33 percent sequentially. ""This is major league revenue for a quarter.""The quarterly revenue was well above the $80.7 million it posted for the whole of 1995. For the first nine months, Netscape earned $12 million, or 14 cents a share, on sales of $231 million. A year earlier, the company lost $7 million, or 10 cents a share, on sales of $44 million"	5	41	\BradDorfman	\SamuelPerry
Wired continues to be among the fastest-growing publishing properties, growing in circulation from 90,000 at the end of 1993, its first year of publication, to an estimated 325,000 in August, according to the company's offering documents	5	41	\BradDorfman	\SamuelPerry
For years the domestic computer industry has complained that such restrictions have hampered its competitiveness in world markets, and that its customers did not necessarily want the government to be able to decode internal data	29	41	\MarcelMichelson	\SamuelPerry
"Gates, who recently republished his book, ""The Road Ahead,"" in paperback, has said the industry is too optimistic about what it can produce within a short, two-year time frame, but far too pessimistic about what can be achieved in a decade"	42	41	\SarahDavison	\SamuelPerry
"""Maybe a couple of years from now it will begin competing with low-end PCs,"" said Evan Quinn, an analyst at International Data Corp, noting Sun's network computing strategy is tied to future expansion of its Java technology"	46	41	\TheresePoletti	\SamuelPerry
Separately in Washington, D.C. on Tuesday, the company's SunSoft unit is due to provide details of its next-generation Java Workshop system	46	41	\TheresePoletti	\SamuelPerry
On Monday, the company will launch a deal with Toshiba Corp's Toshiba America Information Systems unit to deliver what will be among the first DVD-ROM products to hit the retail market, Chief Executive Bill Schroeder said	46	41	\TheresePoletti	\SamuelPerry
Netscape Communications Corp. stock was battered for the second time in less than a week on Tuesday following cautionary comments by a Wall Street analyst regarding the Internet software company	46	41	\TheresePoletti	\SamuelPerry
International Business Machines Corp launched its first NC model last month.  Redwood City, Calif.-based Oracle Corp, which has been beating the drum for creating a new NC standard for 18 months, is leading a further effort to build network computers for broader markets	46	41	\TheresePoletti	\SamuelPerry
"Veverka called for a raising of the debate on creating a U.S.-style SEC oversight body ""to a much higher level and preparations should be made for the creation of this body"""	37	1	\PeterHumphrey	\AlanCrosby
They include in-form midfielder Patrik Berger, who scored six goals in 10 days for English premier league Liverpool last month	37	1	\PeterHumphrey	\AlanCrosby
Henman's win avenged his loss to the South African in Toronto earlier this year, and he said he had taken notes from that match on to court on Friday	12	1	\HeatherScoffield	\AlanCrosby
Henman's win avenged his loss to the South African in Toronto earlier this year, and he said he had taken notes from that match on to court on Friday	12	1	\HeatherScoffield	\AlanCrosby
The 22 year-old Brit avenged his loss to Ferreira in the round of 16 in Toronto earlier this year, and said he took notes from that match onto the court on Friday	12	1	\HeatherScoffield	\AlanCrosby
Of the others, Polish-trained Scater is also expected to make a bold show	40	1	\RogerFillion	\AlanCrosby
The win allows Sweden to keep pace with group leaders Finland, who have also won both their games so far but have a better goal difference	13	1	\JanLopatka	\AlanCrosby
"But he added: ""I firmly believe that in the second round, participation will be markedly higher because then it is a choice between the two strongest candidates,"" he said"	13	1	\JanLopatka	\AlanCrosby
