	text	predictions_nb	ytest	predictions_author	true_author
5932	"""Not one witness was summoned,"" he said. ""The judge did not uphold the justice and dignity of the law... How can writing articles constitute a crime?""The family would have 10 days to appeal upon receiving official notification of the verdict in about five days' time, he said, adding they were not optimistic the verdict would be overturned"	3	34	\BenjaminKangLim	\MureDickie
5933	Persson, who has drawn political fire at home for his decision to carry out the six-day visit despite Wang's jailing, declined to give details of the talks or to describe Premier Li's reaction to the raising of Wang's case	3	34	\BenjaminKangLim	\MureDickie
5934	Washington had said it accepted assurances by Chinese leaders that they did not know about the sales	27	34	\LynneO'Donnell	\MureDickie
5935	Motorola's exports from its China operations accounted for about 30 percent of production value, less than expected because of the breakneck expansion of the domestic market, he said	27	34	\LynneO'Donnell	\MureDickie
5936	($1 = 8.3 yuan)	27	34	\LynneO'Donnell	\MureDickie
5937	"""If China were to import a great deal of grain from other countries, the international grain market would be under severe pressure, and poorer countries would be unable to obtain enough supplies of cheap grain from it,"" the document said"	27	34	\LynneO'Donnell	\MureDickie
5938	China had set a target of 465 million tons for 1996	27	34	\LynneO'Donnell	\MureDickie
5939	China could raise output by protecting existing farmland, raising efficiency, improving irrigation, changing consumption patterns and reclaiming wasteland, it said	27	34	\LynneO'Donnell	\MureDickie
5940	Some of the brightest stars of Chinese pop put on a glittering show in Beijing on Friday, but officials kept politically-suspect rock heroes off the playlist, sources close to the concert said	27	34	\LynneO'Donnell	\MureDickie
5941	By the time the population peaked at 1.6 billion people in 2030, total demand was expected to be around 640 million tonnes, but Beijing was confident output would be able to keep pace even in the face of diminishing returns from the land	27	34	\LynneO'Donnell	\MureDickie
5942	At least 10 percent of China's grain, more than 45 million tonnes last year, was lost annually between planting and consumption. Improved storage and shipping could help make savings of 20 million tonnes a year possible, it said	27	34	\LynneO'Donnell	\MureDickie
5943	"""Instead of forming a threat to the world's grain supply, China will make ever greater contributions to it,"" it said. ""The Chinese government and people have the ability to solve the problem of grain supply by relying on their own efforts.""Some Western analysts have said China's rapidly expanding economy is swelling the nation's appetite for grain for food and feedstuffs. That in turn could force Beijing to make huge purchases on an international market already stressed by rising global demand"	27	34	\LynneO'Donnell	\MureDickie
5944	"""I didn't come here expecting any specific agreements, I was expecting we would close the gap,"" he said. ""The contact and the discussion is important because it creates a venue and an opportunity for resolving the issues."""	4	34	\BernardHickey	\MureDickie
5945	Banks said the law on its face is more burdensome to banks than to others selling insurance.  For example, bank personnel involved in teller activities or making loans would be restricted from selling insurance, forcing banks to have two different sales forces, McIntyre said	10	0	\FumikoFujisaki	\AaronPressman
5946	Securities firms, however, were not pleased	10	0	\FumikoFujisaki	\AaronPressman
5947	"""Now the tables have been turned,"" Litan said. ""But it's not a two-way street. Other industries will want to level the playing field.""  Both moves also reflect current market realities. The financial services industry, from banks to insurance companies to mutual funds, is converging. Mutual funds already offer checking account-like money market funds and some of the leading stock and bond underwriters are commercial banks"	10	0	\FumikoFujisaki	\AaronPressman
5948	But since 1987, when the Fed first allowed bank subsidiaries to earn 5 percent of their revenues from underwriting, big banks like J.P. Morgan &amp; Co. and Bankers Trust have made dramatic inroads	10	0	\FumikoFujisaki	\AaronPressman
5949	Under existing law, mutual funds, insurance companies and savings and loans can combine with so-called commercial firms while banks cannot	10	0	\FumikoFujisaki	\AaronPressman
5950	Businesses, which are looking to the Internet as a potential source of new revenue, are intensely interested in figures on its usage. Differing surveys have come up with widely varying numbers	46	0	\TheresePoletti	\AaronPressman
5951	"""Both bills promote the freedom of this nation's fastest-growing industry to provide customers here and abroad with products they demand,"" said Robert Holleyman, president of the Business Software Alliance. The group includes Microsoft Corp., International Business Machines Corp.'s Lotus Development and Apple Computer Inc., among others"	46	0	\TheresePoletti	\AaronPressman
5952	Sales of goods and services over the Internet are booming but still lag well behind traditional sales by telephone or in person. Some businesses say that consumers are nervous about sending credit card numbers or other sensitive information over the Internet, where it could be intercepted by criminals	46	0	\TheresePoletti	\AaronPressman
5953	SBC Communications, parent of Southwestern Bell, announced last week it would introduce such splitting technology at a cost of less than $100 million	46	0	\TheresePoletti	\AaronPressman
5954	In drafting the plan, the group received more than 4,000 comments from around the world. The consensus-building approach followed an outcry that arose when a few Internet bodies unveiled a similiar plan last August	46	0	\TheresePoletti	\AaronPressman
5955	"The battle is not completely hopeless. ""You can secure a web site,"" Richard Power said. ""There's all kinds of measures you can take. Most corporations and institutions don't take them simply because nothing bad has happened to them yet.""Some sites are using multiple layers of security, well beyond simple password protection, to keep hackers out"	46	0	\TheresePoletti	\AaronPressman
5956	When a company in California sells a book to a consumer in Canada from a Web site hosted on a computer in England, what laws govern the transaction?As sales of all kinds of goods over the Internet continue to grow, questions are multiplying about basic regulations covering consumer protection, taxation and other issues	46	0	\TheresePoletti	\AaronPressman
5957	Home users said they were online 2.8 hours a week, down from three hours a week in an April survey. Business and other users said they were online for 1.8 hours, down from two hours in April	46	0	\TheresePoletti	\AaronPressman
6046	The poll's results were based on a telephone survey of 1,032 adults at the end of September and have a margin of error of plus or minus 3 percentage points, according to Harris	35	0	\NickLouth	\AaronPressman
6047	"""Sales of secondary lines at Bell Atlantic increased more than 50 percent, fuelled by surging demand for Internet and telecommuting applications,"" company Chief Executive Raymond Smith told Wall Street analysts last March"	35	0	\NickLouth	\AaronPressman
6048	Businesses are already struggling with tax proposals from state and local governments, according to Kent Johnson, head of sales and transaction tax practice at KPMG Peat Marwick	35	0	\NickLouth	\AaronPressman
6049	"The access charges, which make up a substantial portion of local phone company revenues, were adopted after the break-up of AT&amp;T Corp. in 1984 that led to the creation of the regional ""Baby Bell"" local service companies"	35	0	\NickLouth	\AaronPressman
6050	Eric Goulian, a lawyer for the Justice Department, denied the agency had acted improperly and said the new rules were a response to emergency conditions	40	0	\RogerFillion	\AaronPressman
6051	The Federal Communications Commission said on Dec. 24 that it had tentatively decided not to impose access fees on Internet providers similiar to those paid by long-distance companies to local phone companies	40	0	\RogerFillion	\AaronPressman
6052	On Tuesday, the commission issued a notice of proposed rulemaking setting out two possible plans for reducing the $23 billion a year that long-distance telephone companies pay to local service providers in access fees	40	0	\RogerFillion	\AaronPressman
6053	But the commission also asked for comments about the effect of the Internet on the phone system	40	0	\RogerFillion	\AaronPressman
6054	Elementary school students with access to the Internet learned more than kids who lacked access, an indepedent research group concluded after conducting a comparative study in seven urban school districts	40	0	\RogerFillion	\AaronPressman
6055	All challenges and proposed decisions would be made public and time allowed for comment before a final decision was rendered	40	0	\RogerFillion	\AaronPressman
6056	On December 24, the Federal Communications Commission said it had tentatively decided not to impose access fees on Internet providers similiar to those paid by long distance companies to local phone companies.  But the commission also asked for comments about the effect of the Internet on the phone system	40	0	\RogerFillion	\AaronPressman
6057	The National Consumers League said Wednesday that the most popular scam on the Internet was the pyramid scheme, in which early investors in a bogus fund are paid off with deposits of later investors	6	0	\DarrenSchuettler	\AaronPressman
6058	One site mentioned by Windows Magazine was Fidelity Investments. Fidelity's site advertises its mutual funds and disseminates information about personal finance but does not contain confidential customer information	41	0	\SamuelPerry	\AaronPressman
6059	The Harris poll found that, although more people are getting wired, they are on average spending less time in cyberspace	41	0	\SamuelPerry	\AaronPressman
6060	"Cylink Corp is developing a system for the Post Office to use to verify the identity of e-mail senders. The system will enable people to register a digital ""signature"" with the Post Office that can be compared against electronic mail they send"	41	0	\SamuelPerry	\AaronPressman
6061	"Each new domain reflects a particular type or category of Internet site. For example, ""rec"" would be for sites emphasising recreation and entertainment, while ""nom"" would be for those desiring individual or personal nomenclature"	41	0	\SamuelPerry	\AaronPressman
6062	"Encryption scrambles information, such as a credit card number, while in transit so that it can be read only by the intended recipient using a password or a software ""key.""""The bad news is that, unless you encrypt your information, it's very easy for electronic eavesdroppers to have a look at what you're transmitting,"" said Brad Silverberg, senior vice president at Microsoft Corp., a Hewlett-Packard partner in the new encryption framework"	41	0	\SamuelPerry	\AaronPressman
6063	If a bankruptcy or market crash cannot be contained, it could behave like a chain reaction spreading through all markets, he warned	11	0	\GrahamEarnshaw	\AaronPressman
6064	The agents added that an override would be premature. Although the law was enacted in August, the state has not finished writing the implementing regulations	18	0	\JohnMastrini	\AaronPressman
6065	"Mutual funds have been ""knee-deep in affiliations"" and ""they've never proved a problem in 57 years,"" said Matt Fink, president of the Investment Company Institute"	42	0	\SarahDavison	\AaronPressman
6066	"""Legislation is needed but I think this is a constructive step and it is appropriate for us to interpret the existing legislation,"" Governor Susan Phillips said"	42	0	\SarahDavison	\AaronPressman
6067	"""There's tremendous momentum building. Maybe it won't be in 1997 but certainly within the 105th,"" he said"	42	0	\SarahDavison	\AaronPressman
6068	"A top priority of regulators, Greenspan said after a speech at a Federal Reserve Bank of Atlanta conference here, is to prevent ""systemic risk,"" where a problem in one firm or market spreads through the financial system and ultimately undermines the entire economy"	42	0	\SarahDavison	\AaronPressman
6069	While online services like America Online Inc. and Compuserve Corp. could lay claim to almost 41 million subscribers, that was the same level Harris found back in January	9	0	\EricAuchard	\AaronPressman
6070	"In another case, a journalist tweaked McDonald's Corp. by registering ""mcdonalds.com"" before the fast-food giant did and before the Web had attained its current prominence. The address now belongs to McDonald's"	36	0	\PatriciaCommins	\AaronPressman
6071	The government has accepted that many coffee growers may be forced out of business and labourers will be left without work. It has said it will back a restructuring programme but has not yet announced a budget for the programme	10	20	\FumikoFujisaki	\KarlPenhaul
6072	"""We're investigating to see if these killings are related to the death of two other relatives several years ago. Early indications suggest they were murdered for personal reasons -- a revenge attack,"" Prieto said"	14	20	\JaneMacartney	\KarlPenhaul
6073	The central bank last week set a 1997 inflation target of 18 percent. The government, employers and union leaders were due to meet on Wednesday for another round of discussions on the 1997 social pact	14	20	\JaneMacartney	\KarlPenhaul
6074	"""These soldiers are being kept in cells reminiscent of the infamous tiger cages seen in Vietnam. Amnesty International and Human Rights Watch would do well to investigate those abuses instead of inventing new charges,"" Esguerra said"	14	20	\JaneMacartney	\KarlPenhaul
6075	"""I would say to the Peruvians that these situations can only be resolved with patience and with the desire for dialogue,"" he said in a separate interview with Colombia's Caracol radio"	37	20	\PeterHumphrey	\KarlPenhaul
6076	John Doust, executive director of BP's local subsidiary, British Petroleum Exploration (Colombia) Ltd, predicted the field, still at the test stage, could come on stream by the end of 1999	23	20	\KevinMorrison	\KarlPenhaul
6077	"""When we had doubts about this company and after consultation with the head of police and the chief prosecutor, we canceled the contract. We do not want relations with any company that may be linked to narcotrafficking,"" the multinational's spokesman said"	12	20	\HeatherScoffield	\KarlPenhaul
6078	"""I just wouldn't do a thing like that. This has put my career and my family in jeopardy. I've worked too hard just to blow it on something stupid like this,"" he added"	12	20	\HeatherScoffield	\KarlPenhaul
6079	The fiscal deficit rose to 4 percent of gross domestic product (GDP) in 1996 from 0.2 percent in 1995. Ocampo said Monday that the effects of the emergency measures, coupled with income from a recent spate of power plant privatizations, could cut that shortfall to 2.5 percent of GDP this year, compared to the 3.4 percent originally forecast.  Samper said that the Expenditure Rationalization Law, which was approved at the end of last year and which included provision for a weighted 13.5 percent pay rise for public sector workers, would mean budget savings of 900 billion pesos	13	20	\JanLopatka	\KarlPenhaul
6080	"""This a tragedy. All these people were part of the same family,"" neighbour Eduardo Quinceno told the NTC TV news programme. All the dead worked in a small, family-run shoe factory, according to the Red Cross"	34	20	\MureDickie	\KarlPenhaul
6081	A Labor Ministry spokesman said there was no bar on the merger but said those unions involved would have to formally inform the ministry to gain legal recognition	34	20	\MureDickie	\KarlPenhaul
6082	Human Rights Watch echoed calls by London-based Amnesty International last month demanding the immediate suspension of U.S. and European military aid and arms sales to Colombia until human rights violations were curbed	34	20	\MureDickie	\KarlPenhaul
6083	The CUT, with 600,000 affiliates, and the CGTD, with about 300,000 members, said they would be looking for minimum wage increases of 27 percent to make up for the real term erosion of salaries this year coupled with a productivity premium	32	20	\MatthewBunce	\KarlPenhaul
6084	"""We had initially been planning to launch a stoppage around mid-February but this decree could force us to bring those plans radically forward. We could start a strike as early as next week,"" Borja said"	32	20	\MatthewBunce	\KarlPenhaul
6085	The overall cost of the strike is difficult to calculate but certainly runs into many million dollars. Colombia's main Pacific coast port, Buenaventura, estimated its losses at more than $20 million a day because no cargo was coming in or out	32	20	\MatthewBunce	\KarlPenhaul
6086	The fund, which guarantees to buy all Colombia's coffee crop at a fixed price, is nevertheless expected to rack up deficits of almost $400 million by next September	32	20	\MatthewBunce	\KarlPenhaul
6087	John Naranjo, commercial manager of Colombia's national Coffee Growers' Federation said no decision would be taken on the plan, put forward by African producers earlier this month, until an emergency ACPC meeting in Brazil in January	32	20	\MatthewBunce	\KarlPenhaul
6088	Coffee growers say the rains are delaying the flowering period and fear the main harvest, which normally begins in October, could either be very late or that a part could be lost entirely	32	20	\MatthewBunce	\KarlPenhaul
6089	"""Intermediaries and producers have increased prices to scandalous levels in anticipation of a rise in the internal coffee price. Some are just holding on and won't even sell. In some cases prices are up by as much as 10 percent,"" said Alvaro Ramirez of Cargill exporters"	32	20	\MatthewBunce	\KarlPenhaul
6090	But it was not clear why Gomez, who is not a congressman, should have been targeted	16	20	\JoWinterbottom	\KarlPenhaul
6091	"""People cannot be driven into extreme poverty without putting up a fight. They must defend themselves from the aggression of neoliberalism. The oligarchy is not simply going to hand over those rights,"" he added"	43	20	\ScottHillis	\KarlPenhaul
6092	"""The U.S. government and American public opinion will be shocked by these low sentences,"" Frechette told reporters. ""These sentences are totally unacceptable,"" he said"	43	20	\ScottHillis	\KarlPenhaul
6093	In a speech on Thursday, President Ernesto Samper rejected the European Parliament's recent stiff criticism of Colombia's human rights record	43	20	\ScottHillis	\KarlPenhaul
6094	An industry insider said he did not think it likely that drug traffickers would have sought to launder money in the oil industry, saying that all transactions were strictly controlled by the government and Ecopetrol	28	20	\LynnleyBrowning	\KarlPenhaul
6095	The crisis measure comes against the backdrop of a sharp economic slowdown in 1996, coupled with a steady strengthening of the country's peso currency, which has undermined export activities. The government fiscal deficit has burgeoned and hit 4.0 percent of Gross Domestic Product (GDP) in 1996 up from 0.2 percent in 1995	18	20	\JohnMastrini	\KarlPenhaul
6096	Ocampo said the emergency measures, coupled with income from a recent wave of power plant privatisations, would help to cut the government deficit to 2.5 percent of gross domestic product in 1997, compared to an initial forecast of 3.4 percent	18	20	\JohnMastrini	\KarlPenhaul
6173	"Domestic political factors, including the country's simmering guerrilla war, which some military experts predict will intensify in 1997, seem unlikely to cause concern.  ""We've got this crazy equilibrium where there's quite a solid macroeconomic management and then this element of chaos,"" said Edkins.  But amid the optimism, bourse chiefs Caballero and Uribe sounded a warning"	42	20	\SarahDavison	\KarlPenhaul
6174	"""In view of the situation in external markets, we will of course have to raise the internal price of coffee,"" Cardenas said. ""We will do the projections and take the decision on the basis of that,"" he said"	42	20	\SarahDavison	\KarlPenhaul
6175	"""There will be many coffee growers who quit the sector, which is in a transition from a large sector to a smaller and more competitive sector which is not easy,"" Montenegro said"	42	20	\SarahDavison	\KarlPenhaul
6176	"""We understand the uncertainty of the (Piedemonte) issue and the nature of the debate have caused uneasiness amongst many people... Let us keep in mind that we are truly seeking to achieve a break-even point and a platform of confidence for BP so that we can operate in an internationally competitive economic position,"" Doust said"	42	20	\SarahDavison	\KarlPenhaul
6177	"""Once the market caught fire everybody piled in. There was not too much differentiation between shares, which shows these are still somewhat immature markets,"" said market analyst Stephen Edkins.  ""We're bullish about the year and think shares will rise between about 40 percent and 45 percent overall,"" he added. Inflation is forecast to hit 18 percent this year, which would mean real-term yields of up to 27 percent"	42	20	\SarahDavison	\KarlPenhaul
6178	Military experts and human rights activists warn that the simmering conflict is ready to explode as the government and the insurgents harden their positions and resort to increasingly violent strikes against each other	3	20	\BenjaminKangLim	\KarlPenhaul
6179	In comments to reporters on Sunday, Uribe said he had spoken to Schone after her release and that she had confirmed she had been held by the ELN and complained of pyschological torture	3	20	\BenjaminKangLim	\KarlPenhaul
6180	"Doust said BP was ""seriously considering"" the proposal. It is understood, however, that BP would be loath to surrender the rights to almost 50 percent of a block with huge potential under the current offer on the table"	39	20	\RobinSidel	\KarlPenhaul
6181	This year's pact agreed to a 19.5 percent wage hike for workers based on an inflation target of 17 percent. But while salaries were kept within strict limits, the cost of goods and services spiralled, pushing inflation to almost 21 percent in the first 11 months of 1996 -- a 1.5 percent drop in real wages in the year to date	48	20	\ToddNissen	\KarlPenhaul
6182	Bankers said the financial firm that was China's biggest investment trust company after the China International Trust and Investment Corp (CITIC) had overextended itself due to serious mismanagement	10	14	\FumikoFujisaki	\JaneMacartney
6307	Other editors might have focused less on the role of a single Chinese leader in Tung's elevation and more on his selection by a Beijing-sponsored committee of his peers	37	14	\PeterHumphrey	\JaneMacartney
6308	"""Ordinary Hong Kong people have fairly mixed feelings,"" said one Western diplomat. ""There is an element of patriotism about their return to the mainland but they don't want their basic freedoms to be put in question.""Chinese officials said Foreign Minister Qian was believed to have shown great interest in the response in Hong Kong to his remarks on the limits on what Hong Kong's people could do after the 1997 handover"	37	14	\PeterHumphrey	\JaneMacartney
6309	He has made clear that he wants to place his stamp on ideology in China	37	14	\PeterHumphrey	\JaneMacartney
6310	Newspaper editors elsewhere in the world would probably have chosen Beijing's campaign to intimidate Taiwan in the run-up the island's first popular elections of a Chinese president on Chinese soil as the top story of 1996	37	14	\PeterHumphrey	\JaneMacartney
6311	"""It is in no one's interests to keep China out."""	37	14	\PeterHumphrey	\JaneMacartney
6312	"""Party organisations and members should conscientiously carry on the party's fine traditions and work style,"" it said"	37	14	\PeterHumphrey	\JaneMacartney
6313	"""Our impression is overwhelming,"" said Norwegian Bodil Borchgrevink Grindal"	23	14	\KevinMorrison	\JaneMacartney
6314	"""There are a lot of former hippies getting into something they think is an easy ride,"" Barnett said"	46	14	\TheresePoletti	\JaneMacartney
6315	German money has helped to buy the latest in leather processing machinery as well as sewing machines, waste elimination plants and even new solar energy panels that are heating water for the factory	19	14	\JonathanBirt	\JaneMacartney
6316	Gross Domestic Product (GDP) in 1997 could reach 8,178 billion yuan ($985.3 billion), growing by 10.5 percent compared with an anticipated 9.6-9.7 percent increase this year, the newspaper quoted Xu as saying	13	14	\JanLopatka	\JaneMacartney
6317	He said China's economy was already remarkably open compared with some of its neighbours, such as Japan and South Korea	34	14	\MureDickie	\JaneMacartney
6318	In Beijing, the Foreign Ministry spokesman said Guatemala was to blame not only for recognising Taiwan but for joining a number of other small countries since 1993 to sponsor a General Assembly resolution aimed at securing U.N. membership for the Asian economic powerhouse	34	14	\MureDickie	\JaneMacartney
6319	Wang's lawyer had already visited the court dealing with Wang's case to begin legal formalities, but there was still no news of when the trial of the former student leader, who has been in detention since May 1995, would begin, a close relative said	34	14	\MureDickie	\JaneMacartney
6320	He said China's economy was already remarkably open compared with some of its neighbours such as Japan and South Korea	34	14	\MureDickie	\JaneMacartney
6321	The negative vote on Friday by China, which along with the United States, Britain, France and Russia, has veto power in the 15-member council, meant that Council President Hisashi Owada of Japan had to announce that the resolution had failed	34	14	\MureDickie	\JaneMacartney
6322	About 80 underground Catholics were arrested in Chongren county on November 20, it said but gave no more details	32	14	\MatthewBunce	\JaneMacartney
6323	Economic growth in 1995 reached 10.6 percent, up from 8.6 percent the year before. Rural per capita incomes were about 600 yuan ($72) a year while urban incomes neared 2,000 yuan ($240) -- both still about half the national average but increasing rapidly	47	14	\TimFarrand	\JaneMacartney
6324	Xu forecast retail price inflation to speed up slightly in 1997 to about eight percent from an expected seven percent this year. Inflation was 14.8 percent last year, down from a communist-era high of 21.7 percent in 1994	47	14	\TimFarrand	\JaneMacartney
6325	Tibet earned $22 million in tourist dollars last year and is hoping for $30 million this year. It hopes to increase earnings by 8-10 percent a year and to play host to 60,000 visitors a year by the turn of the century	47	14	\TimFarrand	\JaneMacartney
6326	Faster progress was expected on ITA, with delegates scrambling for an accord to free trade in the $600 billion market for computers, software chips and other high-technology products by the year 2000	41	14	\SamuelPerry	\JaneMacartney
6327	Current market capitalisation of more than 1.33 trillion yuan, almost triple the 1995 figure, accounts for 18 percent of China's gross domestic product, compared with six percent at the end of last year, Xinhua added. ($1 = 8.3 yuan)	11	14	\GrahamEarnshaw	\JaneMacartney
6328	Beijing, which says its stock exchanges and futures markets are experiments, was committed to the markets, Xinhua said	11	14	\GrahamEarnshaw	\JaneMacartney
6329	He also urged standardisation of the bankruptcy system, which has been used mainly on an experimental basis for the past few years, along with encouragement of mergers	11	14	\GrahamEarnshaw	\JaneMacartney
6330	"Official media have been rife with speculation that China may again trim interest rates after two cuts already this year but central bank officials insist Beijing has no plans to do anything more than ""appropriately"" adjust a three-year-old tight monetary policy"	11	14	\GrahamEarnshaw	\JaneMacartney
6331	The number of key enterprises linked with a sponsoring bank, and thus given easier access to loans during a continuing credit squeeze, would rise to 500 from 300, he added	11	14	\GrahamEarnshaw	\JaneMacartney
6332	Late night talks focused on details, officials said	7	14	\DavidLawder	\JaneMacartney
6333	"""Guatemala cannot expect on the one hand to do something that harms the sovereignty and territorial integrity of China while on the other hand requesting China to cooperate on peacekeeping,"" Shen said"	43	14	\ScottHillis	\JaneMacartney
6334	"""It would be inconvenient for (Jiang) if Deng went now,"" he said, adding that Jiang needed the clout of the man who succeeded Chairman Mao Zedong as China's most powerful man to consolidate his position at a crucial party meeting this year"	43	14	\ScottHillis	\JaneMacartney
6335	"""Chinese President Jiang Zemin... met with leaders of other APEC members, including U.S. President Clinton,"" Xinhua said"	43	14	\ScottHillis	\JaneMacartney
6336	Chinese analysts said the series was reminiscent of the power struggles that gripped the inner ranks of the party in Mao's last years	43	14	\ScottHillis	\JaneMacartney
6337	"""It is necessary to distinguish right from wrong on such major issues as...common development of various economic sectors with socialist public ownership as the mainstay versus privatisation...socialist democracy versus parliamentary democracy practised in Western countries,"" it said"	43	14	\ScottHillis	\JaneMacartney
6338	Speculation abounds of Deng's fragility, ranging from rumours of his sudden admission to hospital in recent days to reports that he remains at home with little change in his health but with fading lucidity	43	14	\ScottHillis	\JaneMacartney
6339	For those at the other end of the scale, Beijing is trying to make things easier with preferential policies to help a people struggling into the late 20th century from a lifestyle that more closely resembles the middle ages	43	14	\ScottHillis	\JaneMacartney
6340	This proposal had won strong support from the Ministry of Public Security, especially after the deaths of 100 police in the first half of this year, it said	18	14	\JohnMastrini	\JaneMacartney
6341	But it faces awesome transport handicaps in shipping goods from a city that has no rail links and must send merchandise more than 1,000 km (600 miles) over some of China's most difficult roads to the nearest railway station	49	14	\WilliamKazer	\JaneMacartney
6342	The two sides also signed several deals including the supply of Russian Sukhoi Su-27 warplanes and building a nuclear power plant in China's eastern Jiangsu province	49	14	\WilliamKazer	\JaneMacartney
6343	Li said China also planned to develop a reuseable space transport system and vehicle re-entry and landing systems	49	14	\WilliamKazer	\JaneMacartney
6344	Russia's desire to develop close links with China has followed NATO's plans to expand eastwards by admitting Moscow's Cold War allies in Eastern Europe as members of the alliance	49	14	\WilliamKazer	\JaneMacartney
6345	On state enterprises, Li said China would reorganise assets of ailing factories and establish a new system of supervision, while pushing social security and housing reforms	49	14	\WilliamKazer	\JaneMacartney
6346	In August a Long March 3 rocket, considered one of China's most reliable launch vehicles, failed to put a U.S.-built satellite into orbit. In February, technical flaws had even more disastrous results when a new generation Long March 3B rocket exploded shortly after take-off, killing six people	49	14	\WilliamKazer	\JaneMacartney
6347	"""I don't think this (unrest) is very likely,"" said McKay"	5	14	\BradDorfman	\JaneMacartney
6348	"""An accelerated expansion of the Chinese stock market will boost the capital market and help pool more funds for capital-strapped enterprises,"" he said"	42	14	\SarahDavison	\JaneMacartney
6349	"The court's verdict said Wei, who was jailed for 14 years, had links with people ""convicted of counter-revolutionary crimes, including Wang Dan"". It also referred to a tape-recorded conversation between Wang and Wei, but gave no details"	3	14	\BenjaminKangLim	\JaneMacartney
6350	However, for Chinese editors the decision to conduct missile tests and live-fire war games in waters near the island last March, and which sent U.S. aircraft carriers steaming into neighbouring seas, ranked only fourth in their top 10	3	14	\BenjaminKangLim	\JaneMacartney
6351	"""Not one point in the bill of indictment broke the law, even less to speak of plotting to overthrow the government,"" his mother Wang Lingyun said in a telephone interview"	3	14	\BenjaminKangLim	\JaneMacartney
6352	The indictment cited four major areas of evidence against Wang, Human Rights in China said	3	14	\BenjaminKangLim	\JaneMacartney
6353	Western diplomats said the swiftness of the trial and the severity of the sentence were part of a nationwide tightening of controls by the Communist Party	3	14	\BenjaminKangLim	\JaneMacartney
6354	"""The work style of close links to the masses, criticism and self-criticism, hard work, and building a clean and honest government should also be continued,"" the commission said"	3	14	\BenjaminKangLim	\JaneMacartney
6355	Officials have been silent on a request by the U.S. embassy in Beijing to send observers to Wang's trial, diplomats said	3	14	\BenjaminKangLim	\JaneMacartney
6356	One of China's most prominent dissidents, Wang Dan, is expected to receive a harsh sentence on the charge of plotting to overthrow the government, his mother said on Tuesday	3	14	\BenjaminKangLim	\JaneMacartney
6357	Even conservative newspaper editors appointed in recent years as replacements to more liberal writers have been purged in recent weeks, a succession of books have been ordered off the shelves and popular author Wang Shuo has been effectively banned	3	14	\BenjaminKangLim	\JaneMacartney
6358	"The court's verdict said Wei, who was jailed for 14 years, had links with people ""convicted of counter-revolutionary crimes, including Wang Dan"". It also referred to a tape-recorded conversation between Wang and Wei, but gave no details"	3	14	\BenjaminKangLim	\JaneMacartney
6359	The 26-year-old former leader of the 1989 pro-democracy demonstrations has been charged with the capital offence of plotting to subvert the government, based on evidence such as writings critical of the state and accepting funds from abroad	3	14	\BenjaminKangLim	\JaneMacartney
6360	The Beijing Number One Intermediate People's Court took less than four hours to convict Wang Dan of plotting to subvert the government	3	14	\BenjaminKangLim	\JaneMacartney
6361	It has pumped more than 35 billion yuan (US$4.2 billion) into the inaccessible, remote and backward region long peopled by nomadic herders and barter traders, officials say	27	14	\LynneO'Donnell	\JaneMacartney
6362	Beijing is anxious that farmers continue to grow grain and not turn to more lucrative cash crops and wants to insure that farm incomes do not drop with the record harvests	27	14	\LynneO'Donnell	\JaneMacartney
6363	"""We have had absolutely no difficulties,"" said Cooper"	27	14	\LynneO'Donnell	\JaneMacartney
6364	In this far-flung outpost of Chinese rule, the clocks are synchronised with Beijing more than 2,560 km (1,590 miles) to the northeast, but dawn is two hours behind and everyone goes to work about two hours later than in Beijing	45	14	\TanEeLyn	\JaneMacartney
6365	Qian was reported to have showed little surprise at the reaction in Hong Kong, and had paid close attention to the stir in the territory, one official said	45	14	\TanEeLyn	\JaneMacartney
6366	"Last year AHK made its first ever profit and although Hui would not disclose the exact amount, he said it was ""very healthy"" after ""huge losses"" in the past"	10	15	\FumikoFujisaki	\JimGilchrist
6367	"""It would make agents life easier if, as we proposed, there was a town centre facility,"" said HAFFA's chief executive Pauline Hui"	37	15	\PeterHumphrey	\JimGilchrist
6368	The first two of an eventual fleet of four aircraft are being used to transport large sections of fuselage and the wings for the Airbus family which are made near Chester, England and are flown to Toulouse for assembly. Other fuselage sections weighing up to 45 tons and 30 metres long are transported from Spain and Germany	38	15	\PierreTran	\JimGilchrist
6369	On October 24, Airbus said Dragonair had signed a contract an order for two more A320s, plus options for five others along with the lease of another Airbus A330-300	38	15	\PierreTran	\JimGilchrist
6370	But they say it is not all good news because the airlines haven't been granted permission for all flights	23	15	\KevinMorrison	\JimGilchrist
6371	"Another cargo manager said, ""It is not a case of running out of patience but of running out of money.""Japan Airlines Co Limited yesterday reported a 60.7 percent slump in profits in the six months to September due to higher fuel costs and the yen's retreat against the dollar"	23	15	\KevinMorrison	\JimGilchrist
6372	International cargo in June was up 11.1 percent on last year to 60,000 tons, bringing the cumulative total to 335,000 tonnes, an 8.1 percent rise	32	15	\MatthewBunce	\JimGilchrist
6373	The subsidiary of the French, Bouygues Group said the work includes a 10-storey office building, a 333 room staff complex, a three-storey workshop and stores building and a three storey leisure centre with a total floor area of 102,630 square metres	47	15	\TimFarrand	\JimGilchrist
